adm0_name,adm1_id,adm1_name,date,cum_confirmed_cases,cum_confirmed_cases_imputed,population,cum_hospitalized,event_cancel,event_cancel_popwt,home_isolation,home_isolation_popwt,no_gathering_popwt,no_gathering_inside,no_gathering_inside_popwt,social_distance,social_distance_popwt,social_distance_opt,business_closure,no_gathering,testing_regime,no_gathering_size,school_closure,school_closure_popwt
"FRA",11,"IledeFrance",2020-03-02,34,34,12278210,6,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",11,"IledeFrance",2020-03-03,37,37,12278210,12,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",11,"IledeFrance",2020-03-04,55,55,12278210,23,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",11,"IledeFrance",2020-03-05,76,76,12278210,37,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",11,"IledeFrance",2020-03-06,89,89,12278210,59,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.1360254
"FRA",11,"IledeFrance",2020-03-07,104,104,12278210,76,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.2376978
"FRA",11,"IledeFrance",2020-03-08,243,243,12278210,95,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.3451565
"FRA",11,"IledeFrance",2020-03-09,300,300,12278210,143,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.638106
"FRA",11,"IledeFrance",2020-03-10,334,334,12278210,195,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.638106
"FRA",11,"IledeFrance",2020-03-11,492,492,12278210,250,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,1,.638106
"FRA",11,"IledeFrance",2020-03-12,577,577,12278210,338,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,1,.638106
"FRA",11,"IledeFrance",2020-03-13,721,721,12278210,439,0,0,0,0,0,0,0,1,.6464747712,0,0,1,0,100,1,.638106
"FRA",11,"IledeFrance",2020-03-14,949,949,12278210,526,0,0,0,0,0,0,0,1,.6464747712,0,0,1,0,100,1,.638106
"FRA",11,"IledeFrance",2020-03-15,1209,1209,12278210,628,0,0,0,0,0,0,0,1,.6464747712,0,1,1,1,100,1,.638106
"FRA",11,"IledeFrance",2020-03-16,1762,1762,12278210,762,0,0,0,0,0,0,0,1,.6464747712,0,1,1,1,100,1,1
"FRA",11,"IledeFrance",2020-03-17,2177,2177,12278210,942,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",11,"IledeFrance",2020-03-18,2693,2693,12278210,1124,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",11,"IledeFrance",2020-03-19,3384,3384,12278210,1395,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",11,"IledeFrance",2020-03-20,3818,3818,12278210,1696,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",11,"IledeFrance",2020-03-21,4695,4695,12278210,1984,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",11,"IledeFrance",2020-03-22,5283,5283,12278210,2295,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",11,"IledeFrance",2020-03-23,6211,6211,12278210,2757,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",11,"IledeFrance",2020-03-24,6798,6798,12278210,3304,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",11,"IledeFrance",2020-03-25,7660,7660,12278210,3876,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",11,"IledeFrance",2020-03-26,,,12278210,4460,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",11,"IledeFrance",2020-03-27,,,12278210,5174,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",11,"IledeFrance",2020-03-28,,,12278210,5717,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",11,"IledeFrance",2020-03-29,,,12278210,6182,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",11,"IledeFrance",2020-03-30,,,12278210,6895,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",11,"IledeFrance",2020-03-31,,,12278210,7487,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",11,"IledeFrance",2020-04-01,,,12278210,7981,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",11,"IledeFrance",2020-04-02,,,12278210,8508,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",11,"IledeFrance",2020-04-03,,,12278210,8972,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",11,"IledeFrance",2020-04-04,,,12278210,9337,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",11,"IledeFrance",2020-04-05,,,12278210,9630,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",11,"IledeFrance",2020-04-06,,,12278210,10012,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",24,"Centre",2020-02-15,0,0,2559073,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",24,"Centre",2020-02-16,0,0,2559073,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",24,"Centre",2020-02-17,0,0,2559073,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",24,"Centre",2020-02-18,0,0,2559073,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",24,"Centre",2020-02-19,0,0,2559073,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",24,"Centre",2020-02-20,0,0,2559073,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",24,"Centre",2020-02-21,0,0,2559073,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",24,"Centre",2020-02-22,0,0,2559073,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",24,"Centre",2020-02-23,0,0,2559073,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",24,"Centre",2020-02-24,0,0,2559073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",24,"Centre",2020-02-25,0,0,2559073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",24,"Centre",2020-02-26,0,0,2559073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",24,"Centre",2020-02-27,0,0,2559073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",24,"Centre",2020-02-28,0,0,2559073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",24,"Centre",2020-02-29,,0,2559073,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",24,"Centre",2020-03-01,,0,2559073,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",24,"Centre",2020-03-02,0,0,2559073,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",24,"Centre",2020-03-03,0,0,2559073,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",24,"Centre",2020-03-04,0,0,2559073,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",24,"Centre",2020-03-05,2,2,2559073,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.2668505
"FRA",24,"Centre",2020-03-06,11,11,2559073,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.2668505
"FRA",24,"Centre",2020-03-07,16,16,2559073,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.2668505
"FRA",24,"Centre",2020-03-08,16,16,2559073,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.2668505
"FRA",24,"Centre",2020-03-09,17,17,2559073,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.2668505
"FRA",24,"Centre",2020-03-10,18,18,2559073,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.3949575
"FRA",24,"Centre",2020-03-11,20,20,2559073,3,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,1,.3949575
"FRA",24,"Centre",2020-03-12,30,30,2559073,4,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,1,.5107822
"FRA",24,"Centre",2020-03-13,33,33,2559073,5,0,0,0,0,0,0,0,.5,.5,0,0,1,0,100,1,.5107822
"FRA",24,"Centre",2020-03-14,54,54,2559073,7,0,0,0,0,0,0,0,.5,.5,0,0,1,0,100,1,.5107822
"FRA",24,"Centre",2020-03-15,71,71,2559073,12,0,0,0,0,0,0,0,.5,.5,0,1,1,1,100,1,.5107822
"FRA",24,"Centre",2020-03-16,90,90,2559073,18,0,0,0,0,0,0,0,.5,.5,0,1,1,1,100,1,1
"FRA",24,"Centre",2020-03-17,103,103,2559073,28,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",24,"Centre",2020-03-18,128,128,2559073,33,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",24,"Centre",2020-03-19,157,157,2559073,46,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",24,"Centre",2020-03-20,219,219,2559073,62,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",24,"Centre",2020-03-21,254,254,2559073,79,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",24,"Centre",2020-03-22,291,291,2559073,92,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",24,"Centre",2020-03-23,361,361,2559073,114,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",24,"Centre",2020-03-24,450,450,2559073,128,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",24,"Centre",2020-03-25,561,561,2559073,141,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",24,"Centre",2020-03-26,,,2559073,158,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",24,"Centre",2020-03-27,,,2559073,201,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",24,"Centre",2020-03-28,,,2559073,234,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",24,"Centre",2020-03-29,,,2559073,266,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",24,"Centre",2020-03-30,,,2559073,314,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",24,"Centre",2020-03-31,,,2559073,357,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",24,"Centre",2020-04-01,,,2559073,393,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",24,"Centre",2020-04-02,,,2559073,426,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",24,"Centre",2020-04-03,,,2559073,465,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",24,"Centre",2020-04-04,,,2559073,482,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",24,"Centre",2020-04-05,,,2559073,498,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",24,"Centre",2020-04-06,,,2559073,523,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",27,"BourgogneFrancheComté",2020-02-15,0,0,2783039,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",27,"BourgogneFrancheComté",2020-02-16,0,0,2783039,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",27,"BourgogneFrancheComté",2020-02-17,0,0,2783039,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",27,"BourgogneFrancheComté",2020-02-18,0,0,2783039,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",27,"BourgogneFrancheComté",2020-02-19,0,0,2783039,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",27,"BourgogneFrancheComté",2020-02-20,0,0,2783039,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",27,"BourgogneFrancheComté",2020-02-21,0,0,2783039,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",27,"BourgogneFrancheComté",2020-02-22,0,0,2783039,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",27,"BourgogneFrancheComté",2020-02-23,0,0,2783039,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",27,"BourgogneFrancheComté",2020-02-24,0,0,2783039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",27,"BourgogneFrancheComté",2020-02-25,0,0,2783039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",27,"BourgogneFrancheComté",2020-02-26,0,0,2783039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",27,"BourgogneFrancheComté",2020-02-27,4,4,2783039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",27,"BourgogneFrancheComté",2020-02-28,5,5,2783039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",27,"BourgogneFrancheComté",2020-02-29,,6,2783039,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",27,"BourgogneFrancheComté",2020-03-01,,8,2783039,7,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",27,"BourgogneFrancheComté",2020-03-02,8,8,2783039,20,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",27,"BourgogneFrancheComté",2020-03-03,13,13,2783039,30,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",27,"BourgogneFrancheComté",2020-03-04,16,16,2783039,40,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",27,"BourgogneFrancheComté",2020-03-05,39,39,2783039,52,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",27,"BourgogneFrancheComté",2020-03-06,78,78,2783039,65,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",27,"BourgogneFrancheComté",2020-03-07,129,129,2783039,80,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",27,"BourgogneFrancheComté",2020-03-08,112,112,2783039,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,0,0
"FRA",27,"BourgogneFrancheComté",2020-03-09,119,119,2783039,113,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,0,0
"FRA",27,"BourgogneFrancheComté",2020-03-10,146,146,2783039,141,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,0,0
"FRA",27,"BourgogneFrancheComté",2020-03-11,155,155,2783039,157,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,0,0
"FRA",27,"BourgogneFrancheComté",2020-03-12,219,219,2783039,191,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,0,0
"FRA",27,"BourgogneFrancheComté",2020-03-13,272,272,2783039,235,0,0,0,0,0,0,0,.5,.5,0,0,1,0,100,0,0
"FRA",27,"BourgogneFrancheComté",2020-03-14,339,339,2783039,264,0,0,0,0,0,0,0,.5,.5,0,0,1,0,100,0,0
"FRA",27,"BourgogneFrancheComté",2020-03-15,412,412,2783039,292,0,0,0,0,0,0,0,.5,.5,0,1,1,1,100,0,0
"FRA",27,"BourgogneFrancheComté",2020-03-16,507,507,2783039,330,0,0,0,0,0,0,0,.5,.5,0,1,1,1,100,1,1
"FRA",27,"BourgogneFrancheComté",2020-03-17,549,549,2783039,384,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",27,"BourgogneFrancheComté",2020-03-18,593,593,2783039,449,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",27,"BourgogneFrancheComté",2020-03-19,696,696,2783039,515,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",27,"BourgogneFrancheComté",2020-03-20,770,770,2783039,612,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",27,"BourgogneFrancheComté",2020-03-21,903,903,2783039,681,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",27,"BourgogneFrancheComté",2020-03-22,1178,1178,2783039,762,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",27,"BourgogneFrancheComté",2020-03-23,1347,1347,2783039,893,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",27,"BourgogneFrancheComté",2020-03-24,1510,1510,2783039,1002,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",27,"BourgogneFrancheComté",2020-03-25,1569,1569,2783039,1115,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",27,"BourgogneFrancheComté",2020-03-26,,,2783039,1234,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",27,"BourgogneFrancheComté",2020-03-27,,,2783039,1414,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",27,"BourgogneFrancheComté",2020-03-28,,,2783039,1543,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",27,"BourgogneFrancheComté",2020-03-29,,,2783039,1628,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",27,"BourgogneFrancheComté",2020-03-30,,,2783039,1754,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",27,"BourgogneFrancheComté",2020-03-31,,,2783039,1872,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",27,"BourgogneFrancheComté",2020-04-01,,,2783039,1965,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",27,"BourgogneFrancheComté",2020-04-02,,,2783039,2056,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",27,"BourgogneFrancheComté",2020-04-03,,,2783039,2180,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",27,"BourgogneFrancheComté",2020-04-04,,,2783039,2268,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",27,"BourgogneFrancheComté",2020-04-05,,,2783039,2341,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",27,"BourgogneFrancheComté",2020-04-06,,,2783039,2420,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",28,"Normandie",2020-02-15,0,0,3303500,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",28,"Normandie",2020-02-16,0,0,3303500,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",28,"Normandie",2020-02-17,0,0,3303500,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",28,"Normandie",2020-02-18,0,0,3303500,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",28,"Normandie",2020-02-19,0,0,3303500,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",28,"Normandie",2020-02-20,0,0,3303500,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",28,"Normandie",2020-02-21,0,0,3303500,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",28,"Normandie",2020-02-22,0,0,3303500,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",28,"Normandie",2020-02-23,0,0,3303500,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",28,"Normandie",2020-02-24,0,0,3303500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",28,"Normandie",2020-02-25,0,0,3303500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",28,"Normandie",2020-02-26,0,0,3303500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",28,"Normandie",2020-02-27,0,0,3303500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",28,"Normandie",2020-02-28,0,0,3303500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",28,"Normandie",2020-02-29,,0,3303500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",28,"Normandie",2020-03-01,,0,3303500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",28,"Normandie",2020-03-02,2,2,3303500,2,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",28,"Normandie",2020-03-03,2,2,3303500,2,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",28,"Normandie",2020-03-04,2,2,3303500,3,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",28,"Normandie",2020-03-05,6,6,3303500,7,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",28,"Normandie",2020-03-06,11,11,3303500,7,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",28,"Normandie",2020-03-07,11,11,3303500,9,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",28,"Normandie",2020-03-08,22,22,3303500,10,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,0,0
"FRA",28,"Normandie",2020-03-09,25,25,3303500,11,0,0,0,0,0,1,.2093092175,.5,.1046546087,0,0,1,0,1000,1,.2093092
"FRA",28,"Normandie",2020-03-10,37,37,3303500,12,0,0,0,0,0,1,.2093092175,.5,.1046546087,0,0,1,0,1000,1,.2093092
"FRA",28,"Normandie",2020-03-11,54,54,3303500,14,0,0,0,0,0,1,.2093092175,1,.6046546087,0,0,1,0,1000,1,.2093092
"FRA",28,"Normandie",2020-03-12,68,68,3303500,16,0,0,0,0,0,1,.2093092175,1,.6046546087,0,0,1,0,1000,1,.2093092
"FRA",28,"Normandie",2020-03-13,97,97,3303500,25,0,0,0,0,0,1,.2093092175,1,.6046546087,0,0,1,0,100,1,.2093092
"FRA",28,"Normandie",2020-03-14,127,127,3303500,29,0,0,0,0,0,1,.2093092175,1,.6046546087,0,0,1,0,100,1,.2093092
"FRA",28,"Normandie",2020-03-15,143,143,3303500,33,0,0,0,0,0,1,.2093092175,1,.6046546087,0,1,1,1,100,1,.2093092
"FRA",28,"Normandie",2020-03-16,156,156,3303500,36,0,0,0,0,0,1,.2093092175,1,.6046546087,0,1,1,1,100,1,1
"FRA",28,"Normandie",2020-03-17,174,174,3303500,44,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",28,"Normandie",2020-03-18,208,208,3303500,59,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",28,"Normandie",2020-03-19,241,241,3303500,68,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",28,"Normandie",2020-03-20,287,287,3303500,80,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",28,"Normandie",2020-03-21,345,345,3303500,107,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",28,"Normandie",2020-03-22,462,462,3303500,122,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",28,"Normandie",2020-03-23,511,511,3303500,158,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",28,"Normandie",2020-03-24,586,586,3303500,193,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",28,"Normandie",2020-03-25,688,688,3303500,226,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",28,"Normandie",2020-03-26,,,3303500,278,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",28,"Normandie",2020-03-27,,,3303500,315,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",28,"Normandie",2020-03-28,,,3303500,356,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",28,"Normandie",2020-03-29,,,3303500,392,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",28,"Normandie",2020-03-30,,,3303500,434,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",28,"Normandie",2020-03-31,,,3303500,480,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",28,"Normandie",2020-04-01,,,3303500,523,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",28,"Normandie",2020-04-02,,,3303500,564,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",28,"Normandie",2020-04-03,,,3303500,607,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",28,"Normandie",2020-04-04,,,3303500,628,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
