"date","adm0_name","adm1_name","school_closure","travel_ban_local_opt","no_gathering","travel_ban_intl_out","work_from_home","testing_regime","home_isolation","religious_closure","new_confirmed_cases","cum_confirmed_cases","new_confirmed_cases_imputed","cum_confirmed_cases_imputed"
2020-03-03,"IRN","Tehran",1,1,1,1,1,0,0,0,NA,NA,368,947
2020-03-04,"IRN","Tehran",1,1,1,1,1,0,0,0,253,602,253,1200
2020-03-05,"IRN","Tehran",1,1,1,1,1,0,0,0,56,658,56,1256
2020-03-06,"IRN","Tehran",1,1,1,1,1,0,0,0,61,719,61,1317
2020-03-07,"IRN","Tehran",1,1,1,1,1,0,0,0,126,845,126,1443
2020-03-08,"IRN","Tehran",1,1,1,1,1,0,0,0,266,1111,266,1709
2020-03-09,"IRN","Tehran",1,1,1,1,1,0,0,0,140,1251,140,1849
2020-03-10,"IRN","Tehran",1,1,1,1,1,0,0,0,169,1420,169,2018
2020-03-11,"IRN","Tehran",1,1,1,1,1,0,0,0,256,1676,256,2274
2020-03-12,"IRN","Tehran",1,1,1,1,1,0,0,0,303,1979,303,2577
2020-03-13,"IRN","Tehran",1,1,1,1,1,1,1,0,303,2282,303,2880
2020-03-14,"IRN","Tehran",1,1,1,1,1,1,1,0,347,2629,347,3227
2020-03-15,"IRN","Tehran",1,1,1,1,1,1,1,0,251,2880,251,3478
2020-03-16,"IRN","Tehran",1,1,1,1,1,1,1,0,200,3080,200,3678
2020-03-17,"IRN","Tehran",1,1,1,1,1,1,1,0,273,3353,273,3951
2020-03-18,"IRN","Tehran",1,1,1,1,1,1,1,0,213,3566,213,4164
2020-03-19,"IRN","Tehran",1,1,1,1,1,1,1,0,137,3703,137,4301
2020-03-20,"IRN","Tehran",1,1,1,1,1,1,1,0,220,3923,220,4521
2020-03-21,"IRN","Tehran",1,1,1,1,1,1,1,0,232,4155,232,4753
2020-03-22,"IRN","Tehran",1,1,1,1,1,1,1,0,249,4404,249,5002
2020-02-19,"IRN","Mazandaran",0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"IRN","Mazandaran",0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"IRN","Mazandaran",0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"IRN","Mazandaran",0,0,1,0,0,0,0,0,0,0,0,0
2020-02-23,"IRN","Mazandaran",1,0,1,0,0,0,0,0,1,1,1,1
2020-02-24,"IRN","Mazandaran",1,0,1,1,0,0,0,0,0,1,0,1
2020-02-25,"IRN","Mazandaran",1,0,1,1,0,0,0,0,2,3,2,3
2020-02-26,"IRN","Mazandaran",1,0,1,1,0,0,0,0,1,4,1,4
2020-02-27,"IRN","Mazandaran",1,0,1,1,0,0,0,0,7,11,7,11
2020-02-28,"IRN","Mazandaran",1,0,1,1,0,0,0,0,9,20,9,20
2020-02-29,"IRN","Mazandaran",1,0,1,1,0,0,0,0,12,32,12,32
2020-03-01,"IRN","Mazandaran",1,1,1,1,0,0,0,0,11,43,11,43
2020-03-02,"IRN","Mazandaran",1,1,1,1,0,0,0,0,NA,NA,15,58
2020-03-03,"IRN","Mazandaran",1,1,1,1,1,0,0,0,NA,NA,24,82
2020-03-04,"IRN","Mazandaran",1,1,1,1,1,0,0,0,9,52,9,91
2020-03-05,"IRN","Mazandaran",1,1,1,1,1,0,0,0,50,102,50,141
2020-03-06,"IRN","Mazandaran",1,1,1,1,1,0,0,0,180,282,180,321
2020-03-07,"IRN","Mazandaran",1,1,1,1,1,0,0,0,305,587,305,626
2020-03-08,"IRN","Mazandaran",1,1,1,1,1,0,0,0,14,601,14,640
2020-03-09,"IRN","Mazandaran",1,1,1,1,1,0,0,0,13,614,13,653
2020-03-10,"IRN","Mazandaran",1,1,1,1,1,0,0,0,253,867,253,906
2020-03-11,"IRN","Mazandaran",1,1,1,1,1,0,0,0,32,899,32,938
2020-03-12,"IRN","Mazandaran",1,1,1,1,1,0,0,0,79,978,79,1017
2020-03-13,"IRN","Mazandaran",1,1,1,1,1,1,1,0,192,1170,192,1209
2020-03-14,"IRN","Mazandaran",1,1,1,1,1,1,1,0,17,1187,17,1226
2020-03-15,"IRN","Mazandaran",1,1,1,1,1,1,1,0,72,1259,72,1298
2020-03-16,"IRN","Mazandaran",1,1,1,1,1,1,1,0,96,1355,96,1394
2020-03-17,"IRN","Mazandaran",1,1,1,1,1,1,1,0,59,1414,59,1453
2020-03-18,"IRN","Mazandaran",1,1,1,1,1,1,1,0,61,1475,61,1514
2020-03-19,"IRN","Mazandaran",1,1,1,1,1,1,1,0,58,1533,58,1572
2020-03-20,"IRN","Mazandaran",1,1,1,1,1,1,1,0,84,1617,84,1656
2020-03-21,"IRN","Mazandaran",1,1,1,1,1,1,1,0,28,1645,28,1684
2020-03-22,"IRN","Mazandaran",1,1,1,1,1,1,1,0,36,1681,36,1720
2020-02-19,"IRN","Alburz",0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"IRN","Alburz",0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"IRN","Alburz",0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"IRN","Alburz",0,0,1,0,0,0,0,0,0,0,0,0
2020-02-23,"IRN","Alburz",1,0,1,0,0,0,0,0,0,0,0,0
2020-02-24,"IRN","Alburz",1,0,1,1,0,0,0,0,0,0,0,0
2020-02-25,"IRN","Alburz",1,0,1,1,0,0,0,0,2,2,2,2
2020-02-26,"IRN","Alburz",1,0,1,1,0,0,0,0,0,2,0,2
2020-02-27,"IRN","Alburz",1,0,1,1,0,0,0,0,3,5,3,5
2020-02-28,"IRN","Alburz",1,0,1,1,0,0,0,0,3,8,3,8
2020-02-29,"IRN","Alburz",1,0,1,1,0,0,0,0,8,16,8,16
2020-03-01,"IRN","Alburz",1,1,1,1,0,0,0,0,31,47,31,47
2020-03-02,"IRN","Alburz",1,1,1,1,0,0,0,0,NA,NA,42,89
2020-03-03,"IRN","Alburz",1,1,1,1,1,0,0,0,NA,NA,67,156
2020-03-04,"IRN","Alburz",1,1,1,1,1,0,0,0,19,66,19,175
2020-03-05,"IRN","Alburz",1,1,1,1,1,0,0,0,61,127,61,236
2020-03-06,"IRN","Alburz",1,1,1,1,1,0,0,0,129,256,129,365
2020-03-07,"IRN","Alburz",1,1,1,1,1,0,0,0,3,259,3,368
2020-03-08,"IRN","Alburz",1,1,1,1,1,0,0,0,2,261,2,370
2020-03-09,"IRN","Alburz",1,1,1,1,1,0,0,0,0,261,0,370
2020-03-10,"IRN","Alburz",1,1,1,1,1,0,0,0,32,293,32,402
2020-03-11,"IRN","Alburz",1,1,1,1,1,0,0,0,45,338,45,447
2020-03-12,"IRN","Alburz",1,1,1,1,1,0,0,0,74,412,74,521
2020-03-13,"IRN","Alburz",1,1,1,1,1,1,1,0,6,418,6,527
2020-03-14,"IRN","Alburz",1,1,1,1,1,1,1,0,134,552,134,661
2020-03-15,"IRN","Alburz",1,1,1,1,1,1,1,0,67,619,67,728
2020-03-16,"IRN","Alburz",1,1,1,1,1,1,1,0,49,668,49,777
2020-03-17,"IRN","Alburz",1,1,1,1,1,1,1,0,116,784,116,893
2020-03-18,"IRN","Alburz",1,1,1,1,1,1,1,0,76,860,76,969
2020-03-19,"IRN","Alburz",1,1,1,1,1,1,1,0,61,921,61,1030
2020-03-20,"IRN","Alburz",1,1,1,1,1,1,1,0,95,1016,95,1125
2020-03-21,"IRN","Alburz",1,1,1,1,1,1,1,0,55,1071,55,1180
2020-03-22,"IRN","Alburz",1,1,1,1,1,1,1,0,60,1131,60,1240
2020-02-19,"IRN","Semnan",0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"IRN","Semnan",0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"IRN","Semnan",0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"IRN","Semnan",0,0,1,0,0,0,0,0,0,0,0,0
2020-02-23,"IRN","Semnan",1,0,1,0,0,0,0,0,0,0,0,0
2020-02-24,"IRN","Semnan",1,0,1,1,0,0,0,0,0,0,0,0
2020-02-25,"IRN","Semnan",1,0,1,1,0,0,0,0,0,0,0,0
2020-02-26,"IRN","Semnan",1,0,1,1,0,0,0,0,1,1,1,1
2020-02-27,"IRN","Semnan",1,0,1,1,0,0,0,0,3,4,3,4
2020-02-28,"IRN","Semnan",1,0,1,1,0,0,0,0,2,6,2,6
2020-02-29,"IRN","Semnan",1,0,1,1,0,0,0,0,4,10,4,10
2020-03-01,"IRN","Semnan",1,1,1,1,0,0,0,0,3,13,3,13
2020-03-02,"IRN","Semnan",1,1,1,1,0,0,0,0,NA,NA,4,17
2020-03-03,"IRN","Semnan",1,1,1,1,1,0,0,0,NA,NA,6,23
2020-03-04,"IRN","Semnan",1,1,1,1,1,0,0,0,8,21,8,31
2020-03-05,"IRN","Semnan",1,1,1,1,1,0,0,0,22,43,22,53
2020-03-06,"IRN","Semnan",1,1,1,1,1,0,0,0,54,97,54,107
2020-03-07,"IRN","Semnan",1,1,1,1,1,0,0,0,24,121,24,131
2020-03-08,"IRN","Semnan",1,1,1,1,1,0,0,0,37,158,37,168
2020-03-09,"IRN","Semnan",1,1,1,1,1,0,0,0,45,203,45,213
2020-03-10,"IRN","Semnan",1,1,1,1,1,0,0,0,1,204,1,214
2020-03-11,"IRN","Semnan",1,1,1,1,1,0,0,0,63,267,63,277
2020-03-12,"IRN","Semnan",1,1,1,1,1,0,0,0,40,307,40,317
2020-03-13,"IRN","Semnan",1,1,1,1,1,1,1,0,38,345,38,355
2020-03-14,"IRN","Semnan",1,1,1,1,1,1,1,0,47,392,47,402
2020-03-15,"IRN","Semnan",1,1,1,1,1,1,1,0,41,433,41,443
2020-03-16,"IRN","Semnan",1,1,1,1,1,1,1,0,34,467,34,477
2020-03-17,"IRN","Semnan",1,1,1,1,1,1,1,0,33,500,33,510
2020-03-18,"IRN","Semnan",1,1,1,1,1,1,1,0,60,560,60,570
2020-03-19,"IRN","Semnan",1,1,1,1,1,1,1,0,16,576,16,586
2020-03-20,"IRN","Semnan",1,1,1,1,1,1,1,0,52,628,52,638
2020-03-21,"IRN","Semnan",1,1,1,1,1,1,1,0,0,628,0,638
2020-03-22,"IRN","Semnan",1,1,1,1,1,1,1,0,0,628,0,638
2020-02-19,"IRN","Golestan",0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"IRN","Golestan",0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"IRN","Golestan",0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"IRN","Golestan",0,0,1,0,0,0,0,0,0,0,0,0
2020-02-23,"IRN","Golestan",1,0,1,0,0,0,0,0,0,0,0,0
2020-02-24,"IRN","Golestan",1,0,1,1,0,0,0,0,0,0,0,0
2020-02-25,"IRN","Golestan",1,0,1,1,0,0,0,0,0,0,0,0
2020-02-26,"IRN","Golestan",1,0,1,1,0,0,0,0,0,0,0,0
2020-02-27,"IRN","Golestan",1,0,1,1,0,0,0,0,0,0,0,0
2020-02-28,"IRN","Golestan",1,0,1,1,0,0,0,0,2,2,2,2
2020-02-29,"IRN","Golestan",1,0,1,1,0,0,0,0,22,24,22,24
2020-03-01,"IRN","Golestan",1,1,1,1,0,0,0,0,0,24,0,24
2020-03-02,"IRN","Golestan",1,1,1,1,0,0,0,0,NA,NA,0,24
2020-03-03,"IRN","Golestan",1,1,1,1,1,0,0,0,NA,NA,0,24
2020-03-04,"IRN","Golestan",1,1,1,1,1,0,0,0,9,33,9,33
2020-03-05,"IRN","Golestan",1,1,1,1,1,0,0,0,4,37,4,37
2020-03-06,"IRN","Golestan",1,1,1,1,1,0,0,0,67,104,67,104
2020-03-07,"IRN","Golestan",1,1,1,1,1,0,0,0,58,162,58,162
2020-03-08,"IRN","Golestan",1,1,1,1,1,0,0,0,13,175,13,175
2020-03-09,"IRN","Golestan",1,1,1,1,1,0,0,0,0,175,0,175
2020-03-10,"IRN","Golestan",1,1,1,1,1,0,0,0,4,179,4,179
2020-03-11,"IRN","Golestan",1,1,1,1,1,0,0,0,9,188,9,188
2020-03-12,"IRN","Golestan",1,1,1,1,1,0,0,0,25,213,25,213
2020-03-13,"IRN","Golestan",1,1,1,1,1,1,1,0,21,234,21,234
2020-03-14,"IRN","Golestan",1,1,1,1,1,1,1,0,0,234,0,234
2020-03-15,"IRN","Golestan",1,1,1,1,1,1,1,0,25,259,25,259
2020-03-16,"IRN","Golestan",1,1,1,1,1,1,1,0,42,301,42,301
2020-03-17,"IRN","Golestan",1,1,1,1,1,1,1,0,30,331,30,331
2020-03-18,"IRN","Golestan",1,1,1,1,1,1,1,0,20,351,20,351
2020-03-19,"IRN","Golestan",1,1,1,1,1,1,1,0,9,360,9,360
2020-03-20,"IRN","Golestan",1,1,1,1,1,1,1,0,15,375,15,375
2020-03-21,"IRN","Golestan",1,1,1,1,1,1,1,0,6,381,6,381
2020-03-22,"IRN","Golestan",1,1,1,1,1,1,1,0,10,391,10,391
2020-02-19,"IRN","Qazvin",0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"IRN","Qazvin",0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"IRN","Qazvin",0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"IRN","Qazvin",0,0,1,0,0,0,0,0,0,0,0,0
2020-02-23,"IRN","Qazvin",1,0,1,0,0,0,0,0,0,0,0,0
2020-02-24,"IRN","Qazvin",1,0,1,1,0,0,0,0,0,0,0,0
2020-02-25,"IRN","Qazvin",1,0,1,1,0,0,0,0,0,0,0,0
2020-02-26,"IRN","Qazvin",1,0,1,1,0,0,0,0,0,0,0,0
2020-02-27,"IRN","Qazvin",1,0,1,1,0,0,0,0,0,0,0,0
2020-02-28,"IRN","Qazvin",1,0,1,1,0,0,0,0,2,2,2,2
2020-02-29,"IRN","Qazvin",1,0,1,1,0,0,0,0,6,8,6,8
2020-03-01,"IRN","Qazvin",1,1,1,1,0,0,0,0,0,8,0,8
2020-03-02,"IRN","Qazvin",1,1,1,1,0,0,0,0,NA,NA,0,8
2020-03-03,"IRN","Qazvin",1,1,1,1,1,0,0,0,NA,NA,0,8
2020-03-04,"IRN","Qazvin",1,1,1,1,1,0,0,0,25,33,25,33
2020-03-05,"IRN","Qazvin",1,1,1,1,1,0,0,0,31,64,31,64
2020-03-06,"IRN","Qazvin",1,1,1,1,1,0,0,0,65,129,65,129
2020-03-07,"IRN","Qazvin",1,1,1,1,1,0,0,0,2,131,2,131
2020-03-08,"IRN","Qazvin",1,1,1,1,1,0,0,0,29,160,29,160
2020-03-09,"IRN","Qazvin",1,1,1,1,1,0,0,0,40,200,40,200
2020-03-10,"IRN","Qazvin",1,1,1,1,1,0,0,0,10,210,10,210
2020-03-11,"IRN","Qazvin",1,1,1,1,1,0,0,0,27,237,27,237
2020-03-12,"IRN","Qazvin",1,1,1,1,1,0,0,0,42,279,42,279
2020-03-13,"IRN","Qazvin",1,1,1,1,1,1,1,0,12,291,12,291
2020-03-14,"IRN","Qazvin",1,1,1,1,1,1,1,0,47,338,47,338
2020-03-15,"IRN","Qazvin",1,1,1,1,1,1,1,0,22,360,22,360
2020-03-16,"IRN","Qazvin",1,1,1,1,1,1,1,0,40,400,40,400
2020-03-17,"IRN","Qazvin",1,1,1,1,1,1,1,0,26,426,26,426
2020-03-18,"IRN","Qazvin",1,1,1,1,1,1,1,0,53,479,53,479
2020-03-19,"IRN","Qazvin",1,1,1,1,1,1,1,0,47,526,47,526
2020-03-20,"IRN","Qazvin",1,1,1,1,1,1,1,0,8,534,8,534
2020-03-21,"IRN","Qazvin",1,1,1,1,1,1,1,0,59,593,59,593
2020-03-22,"IRN","Qazvin",1,1,1,1,1,1,1,0,29,622,29,622
2020-02-19,"IRN","Esfahan",0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"IRN","Esfahan",0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"IRN","Esfahan",0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"IRN","Esfahan",0,0,1,0,0,0,0,0,0,0,0,0
2020-02-23,"IRN","Esfahan",0,0,1,0,0,0,0,0,0,0,0,0
2020-02-24,"IRN","Esfahan",0,0,1,1,0,0,0,0,2,2,2,2
2020-02-25,"IRN","Esfahan",0,0,1,1,0,0,0,0,0,2,0,2
2020-02-26,"IRN","Esfahan",0,0,1,1,0,0,0,0,0,2,0,2
2020-02-27,"IRN","Esfahan",0,0,1,1,0,0,0,0,8,10,8,10
2020-02-28,"IRN","Esfahan",0,0,1,1,0,0,0,0,10,20,10,20
2020-02-29,"IRN","Esfahan",0,0,1,1,0,0,0,0,12,32,12,32
2020-03-01,"IRN","Esfahan",0,1,1,1,0,0,0,0,13,45,13,45
2020-03-02,"IRN","Esfahan",0,1,1,1,0,0,0,0,NA,NA,18,63
2020-03-03,"IRN","Esfahan",0,1,1,1,1,0,0,0,NA,NA,28,91
2020-03-04,"IRN","Esfahan",0,1,1,1,1,0,0,0,0,45,0,91
2020-03-05,"IRN","Esfahan",1,1,1,1,1,0,0,0,118,163,118,209
2020-03-06,"IRN","Esfahan",1,1,1,1,1,0,0,0,150,313,150,359
2020-03-07,"IRN","Esfahan",1,1,1,1,1,0,0,0,96,409,96,455
2020-03-08,"IRN","Esfahan",1,1,1,1,1,0,0,0,80,489,80,535
2020-03-09,"IRN","Esfahan",1,1,1,1,1,0,0,0,37,526,37,572
2020-03-10,"IRN","Esfahan",1,1,1,1,1,0,0,0,17,543,17,589
2020-03-11,"IRN","Esfahan",1,1,1,1,1,0,0,0,170,713,170,759
2020-03-12,"IRN","Esfahan",1,1,1,1,1,0,0,0,4,717,4,763
2020-03-13,"IRN","Esfahan",1,1,1,1,1,1,1,0,110,827,110,873
2020-03-14,"IRN","Esfahan",1,1,1,1,1,1,1,0,155,982,155,1028
2020-03-15,"IRN","Esfahan",1,1,1,1,1,1,1,0,126,1108,126,1154
2020-03-16,"IRN","Esfahan",1,1,1,1,1,1,1,0,118,1226,118,1272
2020-03-17,"IRN","Esfahan",1,1,1,1,1,1,1,0,75,1301,75,1347
2020-03-18,"IRN","Esfahan",1,1,1,1,1,1,1,0,162,1463,162,1509
2020-03-19,"IRN","Esfahan",1,1,1,1,1,1,1,0,108,1571,108,1617
2020-03-20,"IRN","Esfahan",1,1,1,1,1,1,1,0,145,1716,145,1762
2020-03-21,"IRN","Esfahan",1,1,1,1,1,1,1,0,101,1817,101,1863
2020-03-22,"IRN","Esfahan",1,1,1,1,1,1,1,0,87,1904,87,1950
2020-02-19,"IRN","Fars",0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"IRN","Fars",0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"IRN","Fars",0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"IRN","Fars",0,0,1,0,0,0,0,0,0,0,0,0
2020-02-23,"IRN","Fars",0,0,1,0,0,0,0,0,0,0,0,0
2020-02-24,"IRN","Fars",0,0,1,1,0,0,0,0,0,0,0,0
2020-02-25,"IRN","Fars",0,0,1,1,0,0,0,0,1,1,1,1
2020-02-26,"IRN","Fars",0,0,1,1,0,0,0,0,2,3,2,3
2020-02-27,"IRN","Fars",0,0,1,1,0,0,0,0,0,3,0,3
2020-02-28,"IRN","Fars",0,0,1,1,0,0,0,0,0,3,0,3
2020-02-29,"IRN","Fars",0,0,1,1,0,0,0,0,8,11,8,11
2020-03-01,"IRN","Fars",0,1,1,1,0,0,0,0,8,19,8,19
2020-03-02,"IRN","Fars",0,1,1,1,0,0,0,0,NA,NA,11,30
2020-03-03,"IRN","Fars",0,1,1,1,1,0,0,0,NA,NA,17,47
2020-03-04,"IRN","Fars",0,1,1,1,1,0,0,0,14,33,14,61
2020-03-05,"IRN","Fars",1,1,1,1,1,0,0,0,19,52,19,80
2020-03-06,"IRN","Fars",1,1,1,1,1,0,0,0,13,65,13,93
2020-03-07,"IRN","Fars",1,1,1,1,1,0,0,0,14,79,14,107
2020-03-08,"IRN","Fars",1,1,1,1,1,0,0,0,9,88,9,116
2020-03-09,"IRN","Fars",1,1,1,1,1,0,0,0,29,117,29,145
2020-03-10,"IRN","Fars",1,1,1,1,1,0,0,0,18,135,18,163
2020-03-11,"IRN","Fars",1,1,1,1,1,0,0,0,19,154,19,182
2020-03-12,"IRN","Fars",1,1,1,1,1,0,0,0,29,183,29,211
2020-03-13,"IRN","Fars",1,1,1,1,1,1,1,0,33,216,33,244
2020-03-14,"IRN","Fars",1,1,1,1,1,1,1,0,11,227,11,255
2020-03-15,"IRN","Fars",1,1,1,1,1,1,1,0,9,236,9,264
2020-03-16,"IRN","Fars",1,1,1,1,1,1,1,0,43,279,43,307
2020-03-17,"IRN","Fars",1,1,1,1,1,1,1,0,31,310,31,338
2020-03-18,"IRN","Fars",1,1,1,1,1,1,1,0,60,370,60,398
2020-03-19,"IRN","Fars",1,1,1,1,1,1,1,0,21,391,21,419
2020-03-20,"IRN","Fars",1,1,1,1,1,1,1,0,50,441,50,469
2020-03-21,"IRN","Fars",1,1,1,1,1,1,1,0,22,463,22,491
2020-03-22,"IRN","Fars",1,1,1,1,1,1,1,0,26,489,26,517
2020-02-19,"IRN","Hormozgan",0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,"IRN","Hormozgan",0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,"IRN","Hormozgan",0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,"IRN","Hormozgan",0,0,1,0,0,0,0,0,0,0,0,0
2020-02-23,"IRN","Hormozgan",0,0,1,0,0,0,0,0,0,0,0,0
2020-02-24,"IRN","Hormozgan",0,0,1,1,0,0,0,0,0,0,0,0
2020-02-25,"IRN","Hormozgan",0,0,1,1,0,0,0,0,1,1,1,1
2020-02-26,"IRN","Hormozgan",0,0,1,1,0,0,0,0,1,2,1,2
2020-02-27,"IRN","Hormozgan",0,0,1,1,0,0,0,0,0,2,0,2
2020-02-28,"IRN","Hormozgan",0,0,1,1,0,0,0,0,0,2,0,2
2020-02-29,"IRN","Hormozgan",0,0,1,1,0,0,0,0,0,2,0,2
2020-03-01,"IRN","Hormozgan",0,1,1,1,0,0,0,0,2,4,2,4
2020-03-02,"IRN","Hormozgan",0,1,1,1,0,0,0,0,NA,NA,3,7
2020-03-03,"IRN","Hormozgan",0,1,1,1,1,0,0,0,NA,NA,4,11
2020-03-04,"IRN","Hormozgan",0,1,1,1,1,0,0,0,0,4,0,11
2020-03-05,"IRN","Hormozgan",1,1,1,1,1,0,0,0,2,6,2,13
2020-03-06,"IRN","Hormozgan",1,1,1,1,1,0,0,0,6,12,6,19
2020-03-07,"IRN","Hormozgan",1,1,1,1,1,0,0,0,11,23,11,30
2020-03-08,"IRN","Hormozgan",1,1,1,1,1,0,0,0,5,28,5,35
2020-03-09,"IRN","Hormozgan",1,1,1,1,1,0,0,0,17,45,17,52
2020-03-10,"IRN","Hormozgan",1,1,1,1,1,0,0,0,17,62,17,69
2020-03-11,"IRN","Hormozgan",1,1,1,1,1,0,0,0,10,72,10,79
2020-03-12,"IRN","Hormozgan",1,1,1,1,1,0,0,0,0,72,0,79
2020-03-13,"IRN","Hormozgan",1,1,1,1,1,1,1,0,4,76,4,83
2020-03-14,"IRN","Hormozgan",1,1,1,1,1,1,1,0,0,76,0,83
2020-03-15,"IRN","Hormozgan",1,1,1,1,1,1,1,0,7,83,7,90
2020-03-16,"IRN","Hormozgan",1,1,1,1,1,1,1,0,16,99,16,106
2020-03-17,"IRN","Hormozgan",1,1,1,1,1,1,1,0,6,105,6,112
2020-03-18,"IRN","Hormozgan",1,1,1,1,1,1,1,0,12,117,12,124
2020-03-19,"IRN","Hormozgan",1,1,1,1,1,1,1,0,5,122,5,129
2020-03-20,"IRN","Hormozgan",1,1,1,1,1,1,1,0,17,139,17,146
2020-03-21,"IRN","Hormozgan",1,1,1,1,1,1,1,0,0,139,0,146
